Date,Precipitation,Temperature,Relative_humidity,Air_Pressure,PRW
3/18/1915,0.00001099996916,282.484,62.377617,83380.56,6.567757
3/19/1915,0.00009590505942,286.56036,83.5163,83275.77,6.389399
3/20/1915,0.000009666500773,287.89185,77.9916,83378.35,5.1590495
3/21/1915,0.00003688699508,289.2257,72.4669,83434.87,3.4521282
3/22/1915,0.000009171323654,280.63464,66.9422,83226.164,5.1956058
3/23/1915,0.00001867173705,274.62665,61.417503,82671.63,5.7715583
3/24/1915,0.00004365700079,281.53796,55.892807,82810.875,7.393429
3/25/1915,0.000100307785,275.83386,50.36811,83245.2,4.919707
3/26/1915,0.00008105540473,278.10602,44.84341,83660.164,4.9903946
3/27/1915,0.00000173183787,273.96243,39.318714,83531.72,4.0929093
3/28/1915,0.0001910340943,278.5457,41.953205,83057.42,3.4129684
3/29/1915,0.0000931167815,278.79413,44.5877,83139.25,4.582825
3/30/1915,0.00000002750538641,277.2067,47.22219,83579.83,5.9505243
3/31/1915,0.000006916524853,276.9362,49.85668,83406.266,6.0367785
4/1/1915,0.00006118468445,283.1478,49.637608,83035.3,9.124711
4/2/1915,0.000005659121143,285.21753,49.418533,82601.42,9.283786
4/3/1915,0.00006870293873,287.23767,49.19946,83025.016,10.306412
4/4/1915,0.000000001668997829,282.13867,48.980385,83479.734,8.0193
4/5/1915,0.000002928862159,283.76025,45.45737,83392.03,9.758018
4/6/1915,0.0000535962281,284.29047,73.949066,83802.08,7.1558332
4/7/1915,0.0001911243453,282.9381,71.003,83703.29,5.173388
4/8/1915,0.00000009854863947,282.73428,68.05693,83534.375,6.1191416
4/9/1915,0.000009111721738,283.13684,70.49835,83664.56,4.4266815
4/10/1915,0.00002144575046,280.3727,56.038788,83855.39,5.873337
4/11/1915,0.0000001946661143,277.4371,51.020115,83853.9,5.0779066
4/12/1915,0.000000006450266099,279.2215,62.20539,83796.1,5.1642113
4/13/1915,0.0000001035007955,279.9933,60.51537,83512.17,5.265211
4/14/1915,0.0000001495026254,284.60574,58.215706,83133.09,4.6306295
4/15/1915,0.00003323263809,288.92816,75.954796,83236.6,2.924943
4/16/1915,0.00008197437273,282.85858,79.137794,83429.33,1.6649258
4/17/1915,0.000001079802132,282.3682,87.83673,83418.29,7.518576
4/18/1915,0.000002350853038,290.33688,82.04215,83555.72,10.150629
4/19/1915,0.00008681911277,290.19354,77.26996,83563.01,5.4542494
4/20/1915,0.00008429217269,289.74484,72.49776,83814.4,2.6232228
4/21/1915,0.00007473051664,291.71283,67.725555,83869.625,1.7242013
4/22/1915,0.00007540406659,289.54892,62.95336,83644.07,2.7438183
4/23/1915,0.000001449206934,283.87024,58.181164,83524.375,3.018959
4/24/1915,0.00000002655304598,279.80627,53.408966,83672.64,3.7453256
4/25/1915,0.00005008580047,284.3189,48.63677,83805.375,10.14915
4/26/1915,0.0000002102946297,284.55405,43.86457,83781.82,9.149874
4/27/1915,0.00004035310849,284.75812,39.092373,83850.21,6.648905
4/28/1915,0.0000001271997689,285.07416,34.320175,83903.32,6.5189586
4/29/1915,0.000001631441933,286.82278,36.082024,83773.91,6.1632495
4/30/1915,0.0001078937785,282.72784,37.843872,83568.1,4.6791887
5/1/1915,0.00000001969572239,281.14655,39.605717,83409.1,4.929285
5/2/1915,0.000001854814286,284.65112,41.367565,83205.49,5.0190487
5/3/1915,0.0002712218848,291.24286,43.129414,83289.44,5.843619
5/4/1915,0.0001292462402,288.0411,44.891262,83425.88,8.85498
5/5/1915,0.0000001137780004,284.0665,46.65311,83445.68,11.736435
5/6/1915,0.000000002296566937,285.3835,48.414955,83604.5,11.575898
5/7/1915,0.00000003672241888,286.68912,50.176804,83622.62,8.138451
5/8/1915,0.000008716107914,288.98547,51.938652,83298.586,10.157075
5/9/1915,0.00004441252531,288.10175,53.7005,83373.73,17.741417
5/10/1915,0.000004583255304,285.17026,55.462345,83380.21,9.682866
5/11/1915,0.00001538177276,286.05887,57.224194,83279.87,6.384775
5/12/1915,0.0000000004507972884,284.60538,58.986042,83383.48,7.4054084
5/13/1915,0.000003406730912,283.50705,60.74789,83596.67,9.138366
5/14/1915,0.000001230668659,282.84656,62.50974,83435.33,9.320455
5/15/1915,0.000005499458894,283.6953,64.27158,83083.88,14.63317
5/16/1915,0.00001394862193,283.4615,66.03343,83190.97,16.920578
5/17/1915,0.0000259958324,283.74213,67.79528,83069.61,12.425174
5/18/1915,0.00001707878619,283.20325,65.88297,83348.64,7.2215443
5/19/1915,0.00001053317192,285.78854,65.76802,83214.93,4.1834946
5/20/1915,0.000004236344921,289.75183,64.86282,83172.04,8.593231
5/21/1915,0.00001191864339,285.3925,63.957626,83250.35,12.971415
5/22/1915,0.000002036902288,283.71414,63.052425,83417.125,12.2747755
5/23/1915,0.0000001558426419,286.42245,62.14723,83616.02,7.4752283
5/24/1915,0.00002244832285,287.95096,61.24203,83723.4,5.683392
5/25/1915,0.00004886227543,284.7307,60.336834,83623.414,7.0978913
5/26/1915,0.0000001119886761,282.94464,59.431633,83721.06,6.3283057
5/27/1915,0.0000001749158685,284.67706,58.526436,83680.87,4.063983
5/28/1915,0.00002365376895,290.39822,57.62124,83307.06,5.4805408
5/29/1915,0.00004317889034,291.5524,56.71604,83451.92,8.302741
5/30/1915,0.0002622381726,289.42374,55.81084,83619.64,12.3609085
5/31/1915,0.0001625632722,288.49646,54.905643,83904.51,9.38394
6/1/1915,0.000000007117910705,287.94357,54.000446,83684.484,7.8946066
6/2/1915,0.0002251044643,288.88748,77.413055,83384.97,12.510648
6/3/1915,0.00007726805779,291.2951,78.6464,83146.914,18.003805
6/4/1915,0.000001386578674,291.11636,79.879745,83010.65,19.040504
6/5/1915,0.000009576463526,290.20255,81.11309,83005.195,18.655602
6/6/1915,0.0000868647985,291.10098,82.346436,83172.21,13.538792
6/7/1915,0.0000005717027989,291.33017,83.57978,83343.97,9.062693
6/8/1915,0.000005087965746,292.81168,84.813126,83531.96,7.2292037
6/9/1915,0.00004837186498,295.6857,86.04646,83795.234,11.864234
6/10/1915,0.000002907603857,295.79163,87.27981,83450.4,6.1549983
6/11/1915,0.00009175841114,294.36542,88.51315,83383.516,5.9181585
6/12/1915,0.000001106008312,290.65466,89.7465,83677.625,4.792377
6/13/1915,0.0000007197978675,290.19464,90.97984,83447.21,5.319548
6/14/1915,0.000001458986503,289.5309,92.21319,83329.3,5.9397573
6/15/1915,0.0000473281325,290.77655,93.44653,83505.42,6.3404427
6/16/1915,0.00007854480646,292.11676,99.1211,83303.914,6.1096163
6/17/1915,0.00003133427163,294.10187,92.975174,83347.62,7.315679
6/18/1915,0.00003896662383,295.55304,86.82925,83276.555,9.352728
6/19/1915,0.00002546505129,296.9778,80.68333,83118.42,8.620235
6/20/1915,0.000007331429515,296.4434,74.5374,83072.336,7.7169085
6/21/1915,0.0000004032418417,296.9286,68.39147,82848.055,6.8036795
6/22/1915,0.0000161191947,297.39883,87.701035,82745.81,9.078825
6/23/1915,0.000001131744625,296.31564,71.8372,83114.875,11.975118
6/24/1915,0.00002935062366,292.0899,55.973362,83471.125,6.379336
6/25/1915,0.000005045030775,298.2789,60.364136,83075.734,5.9893146
6/26/1915,0.000007711738363,300.78806,64.75491,83314.09,7.268026
6/27/1915,0.00001102944316,300.38397,69.14568,83427.9,10.655237
6/28/1915,0.00001397099641,299.49155,73.53646,83198.18,8.634318
6/29/1915,0.00001916761721,298.3726,68.05825,83166.25,6.8828483
6/30/1915,0.0000004890708851,292.69366,57.820972,83093.47,7.8637643
7/1/1915,0.000006390176168,293.4926,78.0391,83160.15,11.788235
7/2/1915,0.000000004595064773,295.34546,76.25845,83420.41,12.304903
7/3/1915,0.00001096049891,296.95728,67.82418,83487.586,12.882146
7/4/1915,0.0000004501833644,296.25912,59.389904,83319.77,11.90879
7/5/1915,0,297.3813,50.955627,83046.23,13.522664
7/6/1915,0.00000002481303518,297.90186,42.521355,83015.67,16.134312
7/7/1915,0.0001132618418,297.9034,45.30849,83074.69,14.344448
7/8/1915,0.00005774839155,297.4333,48.095627,83109.13,15.062356
7/9/1915,0.000004845606782,297.4318,50.88276,83202.19,13.079683
7/10/1915,0,294.0787,53.669895,82944.734,12.521105
7/11/1915,0.0000001608454596,292.44095,56.45703,82811.336,11.503281
7/12/1915,0.00000001148146112,292.51013,62.79882,82807.8,8.656223
7/13/1915,0.000000001104009106,293.5087,65.81728,82796.22,10.09962
7/14/1915,0.000008138366866,294.58865,84.8838,82767.56,19.559492
7/15/1915,0.0000771978157,295.99313,91.28956,83372.71,8.244836
7/16/1915,0.00005717650492,296.7197,90.11547,83602,5.683044
7/17/1915,0.00005993388913,298.3756,88.94138,83344.49,7.0604744
7/18/1915,0.00003206077236,299.00333,87.76729,83353.49,7.8926992
7/19/1915,0.00002871136348,299.14056,86.5932,83331.82,7.5754137
7/20/1915,0.00001182907363,299.0967,85.41911,83320.55,7.5697417
7/21/1915,0.00001763692308,300.07153,77.26584,83183.78,5.381977
7/22/1915,0.000001111580332,300.36646,66.16517,83273.125,9.140162
7/23/1915,0.0001120890083,299.14752,89.14156,83028.44,7.479753
7/24/1915,0.00003970064063,295.909,79.57339,82950.34,6.193353
7/25/1915,0.0001978783257,297.04562,71.62785,83055.86,6.100264
7/26/1915,0.0000002211875056,292.02103,63.682316,83491.17,7.23165
7/27/1915,0,291.25525,55.73678,83546.05,6.4684796
7/28/1915,0.000002977488975,296.93213,54.28927,83475.93,3.9954755
7/29/1915,0.00003144883885,297.5951,67.85314,83154.57,5.5498533
7/30/1915,0.00003378884867,296.94644,75.62691,83196.8,8.271932
7/31/1915,0.00005310629422,297.49017,75.03,83167.64,9.241343
8/1/1915,0.000007015461506,298.21994,74.43309,83232.79,7.4009385
8/2/1915,0.000006314885013,298.1445,76.41605,83648.09,7.6170864
8/3/1915,0.000005441941084,298.07913,76.700195,83840.586,5.561666
8/4/1915,0.00002571437471,298.80737,76.98434,83191.26,5.509718
8/5/1915,0.0000004327428087,298.005,77.26848,82927.59,7.244887
8/6/1915,0.00000184404189,298.4662,77.55262,82877.77,9.840682
8/7/1915,0.000005174466423,299.68802,77.83676,82983.26,10.156335
8/8/1915,0.00008256253932,299.5105,78.1209,83122.24,9.668479
8/9/1915,0.00001335056731,299.0361,78.405045,83031.2,10.331198
8/10/1915,0.0000008407034784,299.48465,78.689186,83065.34,12.655816
8/11/1915,0.00003549173562,299.15927,78.97333,83163.59,11.012595
8/12/1915,0.0001342314063,298.06824,79.490585,83217.51,11.384911
8/13/1915,0.0001803956839,297.72446,80.00784,83299.44,13.072328
8/14/1915,0.0003284607956,297.51526,80.5251,83409.125,12.239224
8/15/1915,0.00004898103361,293.01038,81.04236,83356.4,16.263012
8/16/1915,0.000001060886575,293.7665,67.59208,83357.91,12.873858
8/17/1915,0.000002074271379,295.73788,73.192024,83444.19,11.568678
8/18/1915,0.0000008671695468,297.20837,60.36597,83203.31,8.15946
8/19/1915,0,293.80356,53.501858,82726.56,9.051242
8/20/1915,0.000000001648014059,292.85895,53.591644,82616.15,11.066892
8/21/1915,0,297.2988,51.300312,82811.945,12.516492
8/22/1915,0.000001347386956,299.10306,53.97395,83250.984,9.009526
8/23/1915,0.000002124187404,298.74493,63.735115,83588.31,6.3527956
8/24/1915,0.00004141088357,297.60562,83.96233,83265.03,6.848277
8/25/1915,0.000006103452506,299.98013,70.25432,83145.21,7.869891
8/26/1915,0,297.47717,56.546307,83275.164,8.714925
8/27/1915,0.0000006007004458,299.5548,60.113705,83361.06,8.545946
8/28/1915,0.0000584966765,298.87064,63.681107,83241.42,7.169298
8/29/1915,0.00005453918857,297.09393,67.248505,83126.734,13.089554
8/30/1915,0.0000001330527937,292.23264,70.8159,83238.97,15.598189
8/31/1915,0.000007413831554,293.0145,64.933495,83640.234,9.215401
9/1/1915,0.0000004339584336,293.68903,64.67686,83494.88,9.6477165
9/2/1915,0.0001488074486,296.5915,64.13373,83603.664,8.229421
9/3/1915,0.00005988427802,295.6852,63.5906,83887.836,4.0835853
9/4/1915,0.000000001119681459,294.2582,63.04747,83499.414,3.1065142
9/5/1915,0.0000442169694,296.3149,62.10813,83461.68,4.0293083
9/6/1915,0.000002546276392,291.0254,61.168797,83358.47,4.07946
9/7/1915,0.0000008636681628,287.29175,60.229458,83478.89,6.408312
9/8/1915,0.0000003987456125,294.76743,59.281704,83767.766,4.2074647
9/9/1915,0.0000004425310749,291.02878,68.15202,83635.99,6.062981
9/10/1915,0.0000000002132341664,294.39035,70.16921,83641.21,6.095217
9/11/1915,0.00000002635507279,298.035,84.010124,83438.24,4.2416677
9/12/1915,0.00005788468479,297.9641,72.954254,83523.2,4.2999406
9/13/1915,0.0000000006801636476,290.521,61.898388,84056.14,7.639037
9/14/1915,0.0000007557678714,291.3082,69.447014,84016.29,6.532458
9/15/1915,0.000001779460945,295.4573,79.40683,83712.016,6.5641193
9/16/1915,0.00007736652333,297.3789,74.472046,83563.39,9.722269
9/17/1915,0.0001057037662,291.1771,69.53726,83702.56,8.035725
9/18/1915,0.0000008828428122,287.74368,64.60248,83823.45,8.644206
9/19/1915,0,290.7245,61.358116,83740.05,7.8431168
9/20/1915,0.0002074262302,293.82898,60.33155,83657.86,7.213152
9/21/1915,0.0002326497051,296.2157,59.304985,83906.68,8.923954
9/22/1915,0.0004344957706,294.38742,58.278423,84052.71,7.8400517
9/23/1915,0.0000006007438742,288.74292,57.251858,83921.47,11.379433
9/24/1915,0.00000002488527251,288.47003,60.753044,84010.74,8.950455
9/25/1915,0.0000000001777867298,289.36792,66.553085,84070.234,7.497799
9/26/1915,0.00000005787205737,290.63013,67.76575,84103.66,6.657876
9/27/1915,0.000007592117981,292.55173,74.22237,84185.984,5.263645
9/28/1915,0.00002079039587,293.16113,81.56528,84168.5,4.1666775
9/29/1915,0.00001410666391,294.7795,86.91185,84033.16,3.7237916
9/30/1915,0.000000001564490315,295.59,81.55745,83932.37,4.481165
10/1/1915,0.000007311742138,295.45447,86.77382,83628.35,5.558939
10/2/1915,0.0006406746106,295.0327,81.665375,83617.75,5.4643435
10/3/1915,0.0002308758849,295.95798,76.55692,83780.41,5.3324313
10/4/1915,0.00000004914845064,285.1984,71.44848,83999.84,8.107415
10/5/1915,0,289.31772,66.34003,84257.695,11.026352
10/6/1915,0,292.2135,61.231583,83997.48,6.2112064
10/7/1915,0.000000001248249393,289.10004,56.123135,83959.586,4.801996
10/8/1915,0.0000000004967820599,283.8741,51.014687,84074.625,4.734237
10/9/1915,0.00000004296689937,285.23132,55.218105,84081.63,5.6923857
10/10/1915,0.00006279270019,292.8363,71.641266,83929.69,5.9780507
10/11/1915,0.0000000009539417034,290.4947,48.324284,83232.89,4.59883
10/12/1915,0.00000002674910071,287.74667,55.972477,83056.21,5.867978
10/13/1915,0.00007698466652,291.55634,79.11994,83745.016,10.426796
10/14/1915,0.0003281379177,292.36005,65.86229,83762.62,10.393025
10/15/1915,0,282.93112,52.604633,83670.15,10.030948
10/16/1915,0.000006219915122,286.02893,50.904743,83758.58,8.004996
10/17/1915,0.0003073404077,289.8271,84.14925,83855.96,8.267559
10/18/1915,0.0003580330522,292.89957,80.50113,83696.086,7.5760474
10/19/1915,0.0003617437906,290.28174,76.85302,83878.78,8.786172
10/20/1915,0.0002990137145,286.12177,73.2049,83738.516,9.172466
10/21/1915,0.00000257214333,286.06375,69.55679,84140.98,8.894901
10/22/1915,0.00000009109493249,284.90665,65.908676,84413.49,5.7587323
10/23/1915,0.00000008621557157,284.4455,72.376144,84429.766,10.716475
10/24/1915,0.000000004208578375,284.15726,69.37131,84337.77,9.1902895
10/25/1915,0.0000008884591125,284.93555,60.52159,83959.66,5.691462
10/26/1915,0,286.53555,50.716896,84099,4.947363
10/27/1915,0.0000003051515307,286.6625,57.740204,84436.664,6.660491
10/28/1915,0,287.96582,60.117672,84597.21,9.783481
10/29/1915,0.00000001850398235,284.61832,62.495144,83941.09,5.6031995
10/30/1915,0.00000001011697037,284.07837,64.87261,83736.33,3.8956275
10/31/1915,0.000001715955023,286.09402,68.061935,84200.125,8.158985
11/1/1915,0.0002387594432,292.32623,61.991142,84504.06,5.7285686
11/2/1915,0.0000000004259977648,289.27325,55.92035,84397.6,2.5316322
11/3/1915,0.0000211742863,285.56824,49.849552,84315.58,2.9278603
11/4/1915,0.00000007486072207,281.45114,43.77876,84322.3,2.5532305
11/5/1915,0.000001362712965,285.39233,58.549465,84225.64,2.8733592
11/6/1915,0.0000008698669376,287.6218,56.21743,84284.734,4.2498574
11/7/1915,0.0000004365493567,281.038,54.846615,84332.39,6.8194256
11/8/1915,0.00009570831025,287.66855,86.16227,84655.58,6.6516166
11/9/1915,0.0001030604035,290.54602,81.14871,84571.17,5.104278
11/10/1915,0.000000002141028022,283.91016,76.135155,84400.28,2.7208781
11/11/1915,0.0000002908415411,281.0438,71.1216,84168.71,2.4497557
11/12/1915,0.00006380488776,286.9506,83.35423,84066.734,3.4789507
11/13/1915,0.00002498096728,285.57187,71.10743,83512.664,2.6597083
11/14/1915,0.000002187729024,279.2741,58.860622,83471.88,4.775421
11/15/1915,0.000002784847766,275.14453,46.61382,83620.72,4.9919868
11/16/1915,0.0000005636180731,273.97696,47.30871,83977.58,7.4172573
11/17/1915,0.000003195551471,281.98502,76.40021,84012.3,5.48633
11/18/1915,0.0002873359481,287.00067,72.42105,83542.97,5.868921
11/19/1915,0.00009860886348,285.73465,68.44189,84049.664,8.269827
11/20/1915,0.0000002568718855,278.63828,64.46273,84253.234,5.523149
11/21/1915,0.00000006767918137,276.02127,60.48357,83807.945,5.665291
11/22/1915,0.00001674822488,279.45898,64.89686,84028.41,6.1636844
11/23/1915,0.0000005393498554,275.78848,48.229,84279.25,4.4043427
11/24/1915,0.0000001446011311,279.72687,69.791275,84075.055,4.729389
11/25/1915,0.000002121739044,277.93826,91.353546,84141.15,3.0445766
11/26/1915,0.000001174154704,284.47705,84.81905,84348.57,2.5566955
11/27/1915,0.000000001506631597,277.51913,81.35447,84583,2.533923
11/28/1915,0.0000000004333294834,277.91602,60.0584,84040.14,1.9537245
11/29/1915,0.00000003651706848,281.43655,79.50874,83661.47,5.8736005
11/30/1915,0.0000000009096404185,283.8473,72.70456,83624.93,7.657777
12/1/1915,0.00004592868208,287.5092,85.379425,83670.71,7.1324143
12/2/1915,0.0001765182096,287.37125,70.25947,83505.49,8.176736
12/3/1915,0.00000003585298458,283.6495,43.40261,83625.1,9.258106
12/4/1915,0.000001631444206,284.2175,45.48596,83562.47,8.581879
12/5/1915,0.00001305628939,284.0266,70.012825,83805.18,4.997083
12/6/1915,0.00002726671119,279.8596,74.1775,83734.03,4.0450764
12/7/1915,0.0002588475181,288.6847,64.290794,83633.664,5.3568025
12/8/1915,0,278.45398,54.404095,84554.35,3.8322632
12/9/1915,0.000001889615078,276.89322,66.63185,84810.96,2.0525727
12/10/1915,0.00007408943202,280.0017,78.13799,84533.555,2.7130828
12/11/1915,0.0001163234192,281.35596,69.027115,84666.44,3.0335143
12/12/1915,0.000001243931251,275.49268,59.91624,84249.484,1.9726486
12/13/1915,0.00009435445099,281.25867,58.68577,83746.625,2.463159
12/14/1915,0.00001106686432,275.20428,57.4553,83269.04,2.9368646
12/15/1915,0.0000009400317253,270.4781,52.79678,82858.26,4.322332
12/16/1915,0,273.0932,59.579964,83346.625,4.8390603
12/17/1915,0.00000009795010669,273.9016,64.01791,83595.53,3.8469577
12/18/1915,0.000001091480271,274.49887,66.76192,83676.8,3.923045
12/19/1915,0.0001420853368,282.49045,78.62507,83893.5,3.9159849
12/20/1915,0.000130100103,281.14062,74.66446,83795.06,3.2971776
12/21/1915,0.000001023822051,276.6786,70.70386,83629.336,1.0533481
12/22/1915,0.0002522156283,284.68073,70.949295,83140.05,2.751349
12/23/1915,0.0001562122925,283.05212,71.194725,83604.76,4.9329214
12/24/1915,0.000007205785096,279.12622,71.44016,84487.42,2.4187808
12/25/1915,0.0000006853187529,276.23325,71.6856,84293.13,1.7427322
12/26/1915,0.000006946116628,275.11584,71.93103,83830.516,1.2114437
12/27/1915,0.000002908418992,275.46677,72.17647,83671.414,2.0956392
12/28/1915,0.000004008649739,276.40573,72.4219,83381.555,3.4393952
12/29/1915,0.0001550705492,276.98434,72.667336,83856.98,6.135537
12/30/1915,0.0000001468726367,277.7537,72.91277,84144.18,2.7991858
12/31/1915,0,271.194,73.1582,83650.98,5.051411
1/1/1916,0.000002806333214,271.5525,73.40364,83449.82,4.4819903
1/2/1916,0.000225822354,274.47784,73.64908,83476.195,3.7049246
1/3/1916,0.000008645860362,267.10303,73.89451,83439.61,5.3922143
1/4/1916,0.000002919361577,265.7985,74.139946,83458.72,3.783027
1/5/1916,0.00000239393944,266.2823,74.385376,83269.805,3.8205051
1/6/1916,0.00000009530710088,270.56152,74.63081,83225.945,4.393627
1/7/1916,0.00000002190987303,269.6133,74.87625,83527.64,5.894818
1/8/1916,0.00000000820019963,270.13815,75.12168,83864.72,5.0472674
1/9/1916,0.0000000006660547669,270.5561,75.36712,83603.02,3.9214253
1/10/1916,0.0000039834772,271.38873,70.49039,83729.49,5.0766954
1/11/1916,0.000001406284241,274.5458,59.275406,83804.35,4.4838653
1/12/1916,0.00002706879422,277.21548,89.27859,83667.61,4.835661
1/13/1916,0.00000003325624931,271.5512,49.643997,83876.01,5.758094
1/14/1916,0.00001379504829,270.35794,61.677567,83707.57,4.937547
1/15/1916,0.0002053280914,280.41443,60.201027,83598.43,4.4502106
1/16/1916,0.000002230129212,275.68063,58.724487,83915.77,5.3769965
1/17/1916,0.000004998300483,273.4733,57.24795,83609.266,7.149844
1/18/1916,0.0000007238555213,272.0415,55.77141,83634.11,7.0181017
1/19/1916,0.0000003744104617,272.13663,54.294872,83940.4,2.550095
1/20/1916,0.00003014825052,274.645,71.08811,83998.76,2.2951205
1/21/1916,0.00000005051160201,267.0333,60.97175,83782.625,2.6861317
1/22/1916,0.0002001169632,270.28815,79.58976,83616.27,3.5190368
1/23/1916,0.0001592213521,267.7327,94.10262,83487.66,4.518754
1/24/1916,0.0000001756301629,260.84854,74.10961,83129.16,4.1899543
1/25/1916,0.00000008303033638,262.64542,63.594078,82785.07,4.539596
1/26/1916,0.0003657107591,276.04517,85.951035,82781.695,3.9030375
1/27/1916,0.000003425787327,275.82217,69.974625,83048.33,3.1676643
1/28/1916,0.00000001521925874,272.22232,53.99822,83525.86,1.0556568
